id,type,insight_id,enable,name,display_name,created_at,updated_at
37131342,CustomEvent,3840,1,trackTapPrefectureSearchFormPrefecture,【タップ】都道府県（【画面】都道府県選択）,2018-10-28T17:12:28.352496,2018-10-29T06:39:40.864485
35418082,CustomEvent,3840,1,trackTapProfileRegistrationLater,【タップ】後で登録,2017-09-05T16:45:11.753314,2018-01-16T02:32:31.417891
35446438,CustomEvent,3840,1,trackTapProfileUpdate,【タップ】基本情報更新,2018-02-19T13:06:41.497377,2018-10-29T06:39:40.877677
37131893,CustomEvent,3840,1,trackTapRecommendJobsEntryButton,【タップ】応募（【画面】おすすめ求人）,2018-10-29T09:52:39.223686,2018-11-22T00:46:32.841587
37131741,CustomEvent,3840,1,trackTapRecommendJobsJobDetailAnchor,【タップ】求人【画面】（おすすめ求人）,2018-10-29T07:22:27.196821,2018-11-22T00:45:37.128878
37131498,CustomEvent,3840,1,trackTapRecommendJobsKeepAddButton,【タップ】キープ（【画面】おすすめ求人）,2018-10-29T02:52:30.307505,2018-11-22T00:46:32.856655
37132689,CustomEvent,3840,1,trackTapRecommendJobsKeepReleaseButton,【タップ】キープ解除（【画面】おすすめ求人）,2018-10-30T06:15:59.538026,2018-11-22T00:46:32.868534
37131558,CustomEvent,3840,1,trackTapRecommendJobsRegistrationButton,【タップ】会員登録（【画面】おすすめ求人）,2018-10-29T03:29:19.340676,2018-11-22T00:46:32.885501
35417990,CustomEvent,3840,1,trackTapRegistrationDialogAccept,【タップ】利用規約に同意,2017-09-05T10:10:24.384639,2018-01-16T02:32:31.417891
35417989,CustomEvent,3840,1,trackTapRegistrationResisterBasicInfo,【タップ】基本情報を登録する,2017-09-05T10:10:24.384639,2018-01-16T02:32:31.417891
37131891,CustomEvent,3840,1,trackTapSavedSearchListSearchResultButton,【タップ】検索実行（【画面】保存した検索履歴）,2018-10-29T09:52:39.181405,2018-10-30T01:11:39.052548
35418173,CustomEvent,3840,1,trackTapScoutAcceptButton,【タップ】受諾する（【画面】スカウト）,2017-09-06T03:42:34.693634,2018-11-22T03:49:39.435276
35419017,CustomEvent,3840,1,trackTapScoutAcceptMultipleButton,【タップ】まとめて受諾,2017-09-10T04:38:38.822210,2018-11-22T03:49:39.449950
35418059,CustomEvent,3840,1,trackTapScoutConsiderButton,【タップ】検討する,2017-09-05T11:41:20.796089,2018-01-16T02:32:31.417891
35418084,CustomEvent,3840,1,trackTapScoutDecilineButton,【タップ】辞退する,2017-09-05T19:08:47.392457,2018-01-16T02:32:31.417891
37132802,CustomEvent,3840,1,trackTapScoutDetailConsiderButton,【タップ】検討する（【画面】スカウト詳細）,2018-10-30T08:46:27.784766,2018-10-30T10:01:19.084548
37132755,CustomEvent,3840,1,trackTapScoutDetailDeclineButton,【タップ】辞退する（【画面】スカウト詳細）,2018-10-30T07:58:12.214033,2018-10-30T10:01:19.097364
37131555,CustomEvent,3840,1,trackTapScoutDetailScoutAcceptButton,【タップ】受諾する（【画面】スカウト詳細）,2018-10-29T03:26:24.498057,2018-10-29T06:39:40.922382
37134071,CustomEvent,3840,1,trackTapScoutEntryButton,【タップ】応募する（【画面】スカウト）,2018-10-31T12:06:07.803674,2018-11-22T06:34:10.774384
35418081,CustomEvent,3840,1,trackTapScoutJobDetailAnchor,【タップ】スカウト詳細,2017-09-05T15:34:25.213725,2018-01-16T02:32:31.417891
35418060,CustomEvent,3840,1,trackTapScoutMailButton,【タップ】メールを確認する,2017-09-05T11:41:20.796089,2018-01-16T02:32:31.417891
37131556,CustomEvent,3840,1,trackTapScoutRegistrationButton,【タップ】会員登録（【画面】スカウト）,2018-10-29T03:26:24.506542,2018-10-29T06:39:40.936988
37128990,CustomEvent,3840,1,trackTapSearchFormPrefectureBusinessTypeButton,【タップ】都道府県・職種変更ボタン（【画面】検索フォーム）,2018-10-26T10:38:10.486089,2018-10-29T06:39:40.949005
37131557,CustomEvent,3840,1,trackTapSearchFormSavedConditionButton,【タップ】条件保存ボタン（【画面】検索フォーム）,2018-10-29T03:29:19.324071,2018-10-29T06:39:40.961710
35417986,CustomEvent,3840,1,trackTapSearchFormSearchButton,【タップ】○○件から検索,2017-09-05T09:58:14.318092,2018-01-16T02:32:31.417891
37131892,CustomEvent,3840,1,trackTapSearchHistoryListSearchResultButton,【タップ】検索実行（【画面】検索履歴）,2018-10-29T09:52:39.202970,2018-10-30T01:11:09.287066
37129072,CustomEvent,3840,1,trackTapTabBarMessage,タブバー_メッセージ,2018-10-26T11:40:19.666077,2018-10-29T06:39:40.975040
37128774,CustomEvent,3840,1,trackTapTabBarMylist,タブバー_マイリスト,2018-10-26T06:57:49.401609,2018-10-29T06:39:40.987345
37128757,CustomEvent,3840,1,trackTapTabBarMypage,タブバー_マイページ,2018-10-26T06:30:36.262297,2018-10-29T06:39:40.999307
37128789,CustomEvent,3840,1,trackTapTabBarScout,タブバー_スカウト,2018-10-26T07:07:40.507552,2018-10-29T06:39:41.012091
37128758,CustomEvent,3840,1,trackTapTabBarSearch,タブバー_探す,2018-10-26T06:30:36.271455,2018-10-29T06:39:41.024266
35417981,CustomEvent,3840,1,trackTapTopBusinessTypeAnchor,【タップ】職種から検索,2017-09-05T09:49:55.702635,2018-01-16T02:32:31.417891
